title,description,tags,playlist,copyright_claim,comments,watch_time,audience_retention,likes_vs_dislikes,week_no,duration_sec,views,revenue
1.0,0.28724797876607594,0.47845923675546587,0.12349453219522444,0.14632852437014526,0.3430397728974234,0.33432101438435563,-0.2565914976113059,-0.2637760343708401,0.02381778881362441,0.3246675206593469,0.29255282900871643,0.34171341545486356
0.28724797876607594,1.0,0.32507972937218255,0.14850521668644423,0.2195808686135141,0.3531981643049394,0.3969334494847327,-0.29709984153833036,-0.13361040581428624,-0.21952185204106264,0.3424782841232959,0.298412960660689,0.4153377123518746
0.47845923675546587,0.32507972937218255,1.0,0.3554003476170947,0.23381464151074152,0.27787383307231905,0.4375369654898001,-0.38040376659861574,-0.4123998739475471,-0.3178810532256885,0.42146681231938554,0.3798823106027738,0.4157650851849047
0.12349453219522444,0.14850521668644423,0.3554003476170947,1.0,0.1512036841897514,0.3098870272823071,0.45134704129246034,-0.2571411744182319,-0.12523296588461982,-0.13938445745874398,0.2920133142288224,0.36019090294615874,0.48882932390028416
0.14632852437014526,0.2195808686135141,0.23381464151074152,0.1512036841897514,1.0,-0.12739347354492392,-0.0703325095324538,-0.14807742002823943,-0.11864219423494983,-0.19676171822239616,0.16115629789515232,-0.08646929880145235,-0.06915371794797488
0.3430397728974234,0.3531981643049394,0.27787383307231905,0.3098870272823071,-0.12739347354492392,1.0,0.6436148236196737,-0.3630770671994617,-0.09891045965722861,-0.11484041576134668,0.35154833724864615,0.5466852816027299,0.6085753555038002
0.33432101438435563,0.3969334494847327,0.4375369654898001,0.45134704129246034,-0.0703325095324538,0.6436148236196737,1.0,-0.33058423829276695,-0.3890719551692015,-0.2795227074069864,0.3007450015249395,0.9255616534216264,0.9180250851282723
-0.2565914976113059,-0.29709984153833036,-0.38040376659861574,-0.2571411744182319,-0.14807742002823943,-0.3630770671994617,-0.33058423829276695,1.0,0.25963600797128317,0.046251359328905506,-0.6971943916267147,-0.2439273566182304,-0.318611424237874
-0.2637760343708401,-0.13361040581428624,-0.4123998739475471,-0.12523296588461982,-0.11864219423494983,-0.09891045965722861,-0.3890719551692015,0.25963600797128317,1.0,0.21750011782409298,-0.0320670532473902,-0.42557956550836207,-0.3612612963336022
0.02381778881362441,-0.21952185204106264,-0.3178810532256885,-0.13938445745874398,-0.19676171822239616,-0.11484041576134668,-0.2795227074069864,0.046251359328905506,0.21750011782409298,1.0,-0.08024203768558233,-0.3141850914735701,-0.2531665155680471
0.3246675206593469,0.3424782841232959,0.42146681231938554,0.2920133142288224,0.16115629789515232,0.35154833724864615,0.3007450015249395,-0.6971943916267147,-0.0320670532473902,-0.08024203768558233,1.0,0.10772947026648765,0.24847915972849016
0.29255282900871643,0.298412960660689,0.3798823106027738,0.36019090294615874,-0.08646929880145235,0.5466852816027299,0.9255616534216264,-0.2439273566182304,-0.42557956550836207,-0.3141850914735701,0.10772947026648765,1.0,0.8277151381419688
0.34171341545486356,0.4153377123518746,0.4157650851849047,0.48882932390028416,-0.06915371794797488,0.6085753555038002,0.9180250851282723,-0.318611424237874,-0.3612612963336022,-0.2531665155680471,0.24847915972849016,0.8277151381419688,1.0
